review_text,review_date,review_id,product_name,product_category,product_variant,product_price,product_url,product_id,rating,sold_count,shop_id,sentiment_label
"baru sekali ini terima brg dr belanja online dg packing super rapih dan aman. semula ragu, bagaimana mungkin mmbeli terlur ayam mentah , sec online. tp ternyata packing liar biasa. rapi, aman. Kerem seller",12/22/2024,1134256160,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
cocok bgt aku sama telur nya. nga Amis menurutku dan nga neg jadi nya. diterima dengan baik dan aman. terimakasih,2/25/2025,1242584634,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Telornya sudah sampai di rumah dengan kemasan yang sangat rapi, luar biasa. Terimakasih buat sellernya. Mantaps.",7/15/2025,1573444677,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Telor sudah diterima dengan baik dan tidak ada yang pecah, terimakasih buat sellernya.",7/20/2025,1581728541,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Alhamdulillah penjual amanah,Telor nya terbaik,sedap lezat sekali di bikin telor setengah matang.pembelian ke 2...In Syaa Allah menjadi langganan",4/24/2023,881041355,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Full Design,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Wah packingnya juara!!! Super duper aman. Kebetulan saat paket dtg, di rumah ga ada org &amp; paket mo ga mau dilempar oleh kurir. Setelah dibuka ternyata telur tidak ada yg pecah satupun, amaannnn!!! Telurnya bagus2 &amp; ukurannya sedang2. Sudah dimasak 2 butir &amp; warnanya oren. Terima kasih ya...puas bgt beli telur di Indofarm.",11/13/2024,1118157893,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Sudah diterima dengan baik dan pengirimannya cepat sekali, luar biasa mantaps sekali.",7/10/2025,1566074784,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Pasta Gigi nya sudah sampai di rumah, tapi belum dipakai, harusnya bagus, semoga repeat order lagi.",8/1/2025,1604703748,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
Sudah tiba cepat sekali sampai di rumah sangat luar biasa,7/4/2025,1554214843,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
Kualitasnya bagus. Ongkir juga gratis pakai plus jadi praktis banget. uda bersih lagi �,1/1/2023,821431198,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"Produk bagus dan sesuai pesanan, packing aman, terimakasih seller",7/15/2022,713622848,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
"packing rapi, ok bgt. gak ada yg pecah. segar2 telur nya. meskipun ngirimnya agak telat ya. gpp.. overall ok semua. makasih",10/18/2022,775794433,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,5,1000000,8672687,positive
telor busuk semua 20 butir gak ada yg bagus 1 pun..padahal udah langganan beli di sini..tolong dong ganti,11/19/2023,965325091,Telur Ayam Kampung Asli - Telur Mengandung Omega 3,Makanan & Minuman,Box Polos,87000,https://www.tokopedia.com/indofarmproduct/telur-ayam-kampung-asli-telur-mengandung-omega-3-1731491654043338692?extParam=ivf%3Dfalse,4601033481,1,1000000,8672687,negative
